id,name,address,created_at,updated_at,phone,image_url,cross_streets,hood,latitude,longitude,yelp_rating,yelp_id,category,neighborhood_id,rated_at,slug
1800,Pianos,158 Ludlow St,2015-01-12 01:18:03.641513,2015-01-23 16:53:10.562178,2125053733,http://s3-media4.fl.yelpcdn.com/bphoto/5e2l8rhE9Xu8saJNn6OXXg/ms.jpg,,Lower East Side,40.7210317254066,-73.9878109842539,3.5,pianos-new-york,Music Venues,3,,pianos
1806,Place To Beach,1302 Broadwalk W,2015-01-12 01:18:03.671173,2015-01-23 16:53:10.571825,7183735862,http://s3-media2.fl.yelpcdn.com/bphoto/v9tz8e86IrX1l0EIehl47g/ms.jpg,,Coney Island,40.5732822946671,-73.9813919696086,2.5,place-to-beach-brooklyn,Cocktail Bars,22,,place-to-beach
1808,Play Lounge,77-17 Queens Blvd,2015-01-12 01:18:03.681382,2015-01-23 16:53:10.583568,7184762828,http://s3-media3.fl.yelpcdn.com/bphoto/iLBsy5sCm0RuYDjiORzWiQ/ms.jpg,,Elmhurst,40.7388992,-73.8864594,3.0,play-lounge-elmhurst,Lounges,23,,play-lounge
1693,Kinfolk,94 Wythe Ave,2015-01-12 01:18:03.118057,2015-01-23 16:53:14.055471,3477992946,http://s3-media1.fl.yelpcdn.com/bphoto/xIKfZD7h7XBpdAiAT1rjWA/ms.jpg,,Williamsburg - North Side,40.7216669,-73.958412,3.0,kinfolk-williamsburg,Lounges,7,,kinfolk
1853,Roseland Ballroom,239 W 52Nd St,2015-01-12 01:18:03.915962,2015-01-23 16:53:10.596407,2122470200,http://s3-media1.fl.yelpcdn.com/bphoto/0VeZKiifbuselGQXdXCS4g/ms.jpg,,Theater District,40.7629585,-73.9834595,3.0,roseland-ballroom-new-york,Music Venues,4,,roseland-ballroom
1859,Sankeys NYC,29 W 36th St,2015-01-12 01:18:03.947042,2015-01-23 16:53:10.610396,2127640157,http://s3-media4.fl.yelpcdn.com/bphoto/fCD5qXJrCtbQ8oHawL0yAA/ms.jpg,,Midtown West,40.750591,-73.985077,2.5,sankeys-nyc-new-york,Dance Clubs,1,,sankeys-nyc
1861,Sapphire New York,333 E 60th St,2015-01-12 01:18:03.955552,2015-01-23 16:53:10.624209,2124213600,http://s3-media4.fl.yelpcdn.com/bphoto/4bIyzWpFmodzQbq-qRmiaw/ms.jpg,,Upper East Side,40.7607155,-73.9623337,3.5,sapphire-new-york-new-york,Dance Clubs,19,,sapphire-new-york
1864,Seven One Ocho,7714 Queens Blvd,2015-01-12 01:18:03.96833,2015-01-23 16:53:10.654464,7184244105,http://s3-media3.fl.yelpcdn.com/bphoto/JqcHrqC1nRje-AHaO52xLA/ms.jpg,,Elmhurst,40.7380897275273,-73.8855623018518,2.5,seven-one-ocho-elmhurst,Lounges,23,,seven-one-ocho
1866,Shi,4720 Center Blvd,2015-01-12 01:18:03.97882,2015-01-23 16:53:10.666748,3472422450,http://s3-media1.fl.yelpcdn.com/bphoto/B1emoqQpvHYW1UlA4pH8pQ/ms.jpg,,Hunters Point,40.746298,-73.957003,3.5,shi-long-island-city,Lounges,30,,shi
1871,Sky Room,330 W 40th St,2015-01-12 01:18:04.002868,2015-01-23 16:53:10.681222,2123801195,http://s3-media1.fl.yelpcdn.com/bphoto/2Qy77LRu8HCYkrdjCD6TBA/ms.jpg,,Hell's Kitchen,40.7565877041595,-73.9921761534424,2.5,sky-room-new-york,Lounges,20,,sky-room
1817,Providence,311 W 57th St,2015-01-12 01:18:03.724287,2015-01-23 16:53:10.695453,2123070062,http://s3-media2.fl.yelpcdn.com/bphoto/Y4yD_984gz1vjpHS3Iy0hA/ms.jpg,,Hell's Kitchen,40.7654614721255,-73.9860534667969,2.5,providence-new-york,Dance Clubs,20,,providence
1876,Soel,33-02 Queens Blvd,2015-01-12 01:18:04.028841,2015-01-23 16:53:10.7082,7184334500,http://s3-media3.fl.yelpcdn.com/bphoto/Cz8pVsZOeem5-IuVdX61fA/ms.jpg,,Sunnyside,40.7444953918457,-73.9317245483398,3.0,soel-queens,Dance Clubs,15,,soel
1894,Star of Palm Beach,Pier 40 -W Houston St and West Side Hwy,2015-01-12 01:18:04.1161,2015-01-23 16:53:10.722333,2129879200,http://s3-media4.fl.yelpcdn.com/bphoto/HFt7C_Jw27je9JMQkrziOw/ms.jpg,,West Village,40.7290497,-74.0105515,1.5,star-of-palm-beach-new-york,Dance Clubs,31,,star-of-palm-beach
1898,Studio BPM,237 Kent Ave,2015-01-12 01:18:04.13314,2015-01-23 16:53:10.738402,,http://s3-media2.fl.yelpcdn.com/bphoto/zYLNIxNGSoSd9Dymm40s-A/ms.jpg,,Williamsburg - North Side,40.716488,-73.965424,3.0,studio-bpm-brooklyn,Music Venues,7,,studio-bpm
1820,Puck Fair,298 Lafayette St,2015-01-12 01:18:03.739207,2015-01-23 16:53:10.751465,2124311200,http://s3-media2.fl.yelpcdn.com/bphoto/F8NaILjNxBmbvW-UgKyVAA/ms.jpg,,SoHo,40.7246819,-73.9959717,4.0,puck-fair-new-york,Pubs,25,,puck-fair
1823,Pyramid Club,101 Ave A,2015-01-12 01:18:03.754257,2015-01-23 16:53:10.771908,2122284888,http://s3-media4.fl.yelpcdn.com/bphoto/r5o2Hp79zVJuiboZ1zQYFQ/ms.jpg,,East Village,40.725845,-73.984047,3.5,pyramid-club-new-york,Dance Clubs,6,,pyramid-club
1573,Coco 66,66 Greenpoint Ave,2015-01-12 01:18:02.487298,2015-01-23 16:53:10.783642,7187016478,http://s3-media4.fl.yelpcdn.com/bphoto/HAebzXL77_DBQCp3XcUjjw/ms.jpg,,Greenpoint,40.7295609,-73.9583206,3.5,coco-66-brooklyn,Music Venues,32,,coco-66
1918,Thom Bar,60 Thompson St,2015-01-12 01:18:04.244799,2015-01-23 16:53:10.798703,2122192000,http://s3-media1.fl.yelpcdn.com/bphoto/m9--i0gK-UkFiNAYvdRYYg/ms.jpg,,South Village,40.7240673154593,-74.003235027194,3.0,thom-bar-new-york-2,Bars,16,,thom-bar
1582,The Counting Room,44 Berry St,2015-01-12 01:18:02.537093,2015-01-23 16:53:10.811473,7185991860,http://s3-media4.fl.yelpcdn.com/bphoto/mHg0tN7NsLQLi2t_IH6_OQ/ms.jpg,,Williamsburg - North Side,40.7210284353333,-73.9567896387259,4.0,the-counting-room-brooklyn,Bars,7,,the-counting-room
1923,Smyth TriBeCa,85 West Broadway,2015-01-12 01:18:04.266005,2015-01-23 16:53:10.821994,2125877000,http://s3-media2.fl.yelpcdn.com/bphoto/OpHw2PgarDBtCrQ7c5fmXA/ms.jpg,,TriBeCa,40.71521,-74.0091324,4.0,smyth-tribeca-new-york,Hotels,17,,smyth-tribeca
1902,Sutra Lounge,16 1st Ave,2015-01-12 01:18:04.15659,2015-01-23 16:53:10.83137,2126779477,http://s3-media2.fl.yelpcdn.com/bphoto/qQOEwWvtyllqsTJTar64pg/ms.jpg,,East Village,40.7233696,-73.9879608,2.5,sutra-lounge-new-york-2,Lounges,6,,sutra-lounge
1927,Triad Theatre,158 W 72nd St,2015-01-12 01:18:04.28306,2015-01-23 16:53:10.854324,2123622590,http://s3-media1.fl.yelpcdn.com/bphoto/nQ9oCme-1P5qPa57oe20zg/ms.jpg,,Upper West Side,40.778015,-73.980988,3.0,triad-theatre-new-york,Music Venues,34,,triad-theatre
1929,Trophy Bar,351 Broadway,2015-01-12 01:18:04.29177,2015-01-23 16:53:10.868706,3472278515,http://s3-media2.fl.yelpcdn.com/bphoto/ShRxasHK4CqoBUppr-c5Qg/ms.jpg,,South Williamsburg,40.707908,-73.95565,4.0,trophy-bar-brooklyn,Dance Clubs,5,,trophy-bar
1940,Freemans,191 Chrystie St,2015-01-12 01:18:04.348614,2015-01-23 16:53:10.882314,2124200012,http://s3-media4.fl.yelpcdn.com/bphoto/KWiwDzFDEyFjoF9W_3iCCQ/ms.jpg,,Lower East Side,40.721941,-73.992502,4.0,freemans-new-york-3,Lounges,3,,freemans
1496,Alphabet Lounge,104 Ave C,2015-01-12 01:18:02.088155,2015-01-23 16:53:10.905933,2127800202,http://s3-media1.fl.yelpcdn.com/bphoto/AVlu0mzXiAO7WXMf8i1V2A/ms.jpg,,East Village,40.7238235,-73.9788437,2.5,alphabet-lounge-new-york,Lounges,6,,alphabet-lounge
1499,Andaz Wall Street,75 Wall St,2015-01-12 01:18:02.103658,2015-01-23 16:53:10.914591,2125901234,http://s3-media2.fl.yelpcdn.com/bphoto/q5OkVb4EOX_52L189XzAsg/ms.jpg,,Financial District,40.70504,-74.00811,4.0,andaz-wall-street-new-york,Hotels,35,,andaz-wall-street
1959,White Slab Palace,77 Delancey St,2015-01-12 01:18:04.504289,2015-01-23 16:53:10.929929,2123340193,http://s3-media2.fl.yelpcdn.com/bphoto/2ZmCZyn7P2PGU-RZV_n4pg/ms.jpg,,Lower East Side,40.718826,-73.990219,2.5,white-slab-palace-new-york,Lounges,3,,white-slab-palace
1911,Tantra Lounge,35-50 31 St,2015-01-12 01:18:04.205334,2015-01-23 16:53:10.946494,7189374574,http://s3-media1.fl.yelpcdn.com/bphoto/rF8I8dpInfGlIUKyiLcggw/ms.jpg,,Astoria,40.757,-73.9298019,3.0,tantra-lounge-astoria,Lounges,33,,tantra-lounge
1962,The Woods,48 S 4th St,2015-01-12 01:18:04.517742,2015-01-23 16:53:10.961159,7187824955,http://s3-media4.fl.yelpcdn.com/bphoto/uOWAcvjfZKpzcnyxfcbEpQ/ms.jpg,,Williamsburg - South Side,40.7128181,-73.9666595,3.5,the-woods-brooklyn,Dance Clubs,29,,the-woods
1964,Wreck Room,940 Flushing Ave,2015-01-12 01:18:04.526436,2015-01-23 16:53:10.972382,7184186347,http://s3-media1.fl.yelpcdn.com/bphoto/5Ipknid-goNNnWr05rfKgw/ms.jpg,,Bushwick,40.702541,-73.933632,3.5,wreck-room-brooklyn,Bars,10,,wreck-room
1967,XVI Lounge,251 W 48th St,2015-01-12 01:18:04.547291,2015-01-23 16:53:10.990282,2129561300,http://s3-media3.fl.yelpcdn.com/bphoto/GupcCfEaYQU6YsmaJ__O3w/ms.jpg,,Theater District,40.7606962323189,-73.9860883355141,2.5,xvi-lounge-new-york,Lounges,4,,xvi-lounge
1969,Z NYC Hotel,11-01 43rd Ave,2015-01-12 01:18:04.558308,2015-01-23 16:53:10.999655,2123197000,http://s3-media1.fl.yelpcdn.com/bphoto/jsUgzuH3sWWted-nqonvOQ/ms.jpg,,Long Island City,40.7519798,-73.9475174,3.0,z-nyc-hotel-long-island-city,Hotels,27,,z-nyc-hotel
1913,Teneleven,171 Ave C,2015-01-12 01:18:04.214465,2015-01-23 16:53:11.018284,2123531011,http://s3-media1.fl.yelpcdn.com/bphoto/31Y_DWQUHrHoru53Bj24Rg/ms.jpg,,East Village,40.726299,-73.977562,4.0,teneleven-new-york,Bars,6,,teneleven
1491,Ace Hotel New York,20 W 29th St,2015-01-12 01:18:02.064426,2015-01-24 19:12:09.860719,2126792222,http://s3-media3.fl.yelpcdn.com/bphoto/uj5eT4B5EvqQXf1ty-2YHQ/ms.jpg,,Flatiron,40.7456551,-73.9880447,4.0,ace-hotel-new-york-new-york-2,Hotels,13,2015-01-24 19:12:09.849445,ace-hotel-new-york
1972,Zumbale Night Club,91-01 Astoria Blvd,2015-01-12 01:18:04.573616,2015-01-23 16:53:11.034327,3476137652,http://s3-media2.fl.yelpcdn.com/bphoto/Wn6kBTL68hDDu6p4Fj9AYA/ms.jpg,,,40.763749,-73.878117,5.0,zumbale-night-club-flushing,Dance Clubs,,,zumbale-night-club
1932,Tutu's,25 Bogart St,2015-01-12 01:18:04.304675,2015-01-23 16:53:11.046436,7184567898,http://s3-media3.fl.yelpcdn.com/bphoto/RwtAE7QzAXqqudL24aTYng/ms.jpg,,Bushwick,40.70409,-73.93325,3.5,tutus-brooklyn,Pubs,10,,tutu's
1937,Ventanas,100 10th Ave,2015-01-12 01:18:04.33591,2015-01-23 16:53:11.05828,2123661640,http://s3-media2.fl.yelpcdn.com/bphoto/EliJ7A_4FrF5pgrYr7bBKA/ms.jpg,,Chelsea,40.7437744,-74.0068283,3.0,ventanas-new-york-2,Lounges,11,,ventanas
1502,Area Lounge,32-03 Farrington St,2015-01-12 01:18:02.117275,2015-01-23 16:53:11.075131,7183213949,http://s3-media1.fl.yelpcdn.com/bphoto/EEKJoxFvthic6WXKjM_lsQ/ms.jpg,,Flushing,40.7673722505569,-73.8328966498375,2.5,area-lounge-flushing,Lounges,36,,area-lounge
1504,Arka Lounge,4488 Broadway,2015-01-12 01:18:02.127492,2015-01-23 16:53:11.090928,2125679425,http://s3-media4.fl.yelpcdn.com/bphoto/SzuuYXmOWgN9ZDCPDyVLgw/ms.jpg,,Washington Heights,40.8576956391335,-73.9320686459541,2.0,arka-lounge-new-york,Lounges,37,,arka-lounge
1505,Arlene's Grocery,95 Stanton St,2015-01-12 01:18:02.132966,2015-01-23 16:53:11.107647,2123581633,http://s3-media1.fl.yelpcdn.com/bphoto/qv4KtXhMjdlFWpItKh3CwQ/ms.jpg,,Lower East Side,40.7212999463081,-73.9881368726492,4.0,arlenes-grocery-new-york,Music Venues,3,,arlene's-grocery
1486,285 Kent Ave,285 Kent Ave,2015-01-12 01:18:02.031887,2015-01-23 16:53:11.119444,,http://s3-media3.fl.yelpcdn.com/bphoto/YbytYR-7aaHM8oLgBZeF8w/ms.jpg,,Williamsburg - South Side,40.7150497,-73.9662704,3.5,285-kent-ave-brooklyn,Music Venues,29,,285-kent-ave
1510,B Bar & Grill,40 E 4th St,2015-01-12 01:18:02.156304,2015-01-23 16:53:11.131479,2124752220,http://s3-media2.fl.yelpcdn.com/bphoto/okP_AiS-yL6jfj76E3C6nQ/ms.jpg,,NoHo,40.727225,-73.9919726,3.0,b-bar-and-grill-new-york,Bars,38,,b-bar-&-grill
1513,Babel NYC,129 Ave C,2015-01-12 01:18:02.170128,2015-01-23 16:53:11.15028,2125053468,http://s3-media1.fl.yelpcdn.com/bphoto/FBqka_KEh1ZLTp-AXCoKCw/ms.jpg,,East Village,40.724926,-73.978546,3.5,babel-nyc-new-york-2,Dance Clubs,6,,babel-nyc
1515,Bar 13,35 E 13th St,2015-01-12 01:18:02.179334,2015-01-23 16:53:11.166361,2129796677,http://s3-media2.fl.yelpcdn.com/bphoto/qbbXe8nvJeWh71dsiXKhcg/ms.jpg,,Union Square,40.7345024496317,-73.9920730143785,2.5,bar-13-new-york,Dance Clubs,39,,bar-13
1516,The Bar Downstairs,Andaz 5th Ave,2015-01-12 01:18:02.18394,2015-01-23 16:53:11.18224,2126011234,http://s3-media3.fl.yelpcdn.com/bphoto/SjUItDyzWI41WV05xoQ_QQ/ms.jpg,,Midtown East,40.7528813879886,-73.9810645580292,4.0,the-bar-downstairs-new-york,Lounges,14,,the-bar-downstairs
1520,Beauty Bar,231 E 14th St,2015-01-12 01:18:02.206164,2015-01-23 16:53:11.194293,2125391389,http://s3-media1.fl.yelpcdn.com/bphoto/lJo8EVcmaf39CJEt9TR1tw/ms.jpg,,Gramercy,40.732975,-73.98571,3.0,beauty-bar-new-york,Dance Clubs,40,,beauty-bar
1521,Brooklyn Terrace,216-228 Duffield St,2015-01-12 01:18:02.210803,2015-01-23 16:53:11.207271,3473901891,http://s3-media3.fl.yelpcdn.com/bphoto/nV1Pg7o31glRrtVA-UFZMw/ms.jpg,,Downtown Brooklyn,40.691586,-73.984673,2.5,brooklyn-terrace-brooklyn,Lounges,41,,brooklyn-terrace
1523,Beekman Beer Garden Beach Club,89 South St,2015-01-12 01:18:02.219444,2015-01-23 16:53:11.226995,2128964600,http://s3-media4.fl.yelpcdn.com/bphoto/TKlvwqa5FTh43gmAvgW_0g/ms.jpg,,South Street Seaport,40.7063408,-74.00383,3.0,beekman-beer-garden-beach-club-new-york-2,Music Venues,42,,beekman-beer-garden-beach-club
1525,Bembe,81 S 6th St,2015-01-12 01:18:02.233514,2015-01-23 16:53:11.24228,7183875389,http://s3-media1.fl.yelpcdn.com/bphoto/8WAk6XjF8J4YoVE-QN1cyQ/ms.jpg,,South Williamsburg,40.711071,-73.9651413,4.0,bembe-brooklyn,Dance Clubs,5,,bembe
1529,Montana's Trail House,445 Troutman St,2015-01-12 01:18:02.256123,2015-01-23 16:53:11.258321,9179661666,http://s3-media1.fl.yelpcdn.com/bphoto/YoXvmPraebDfkPtOaT0mJg/ms.jpg,,Bushwick,40.7077561318874,-73.9217367768288,4.5,montanas-trail-house-brooklyn,Cocktail Bars,10,,montana's-trail-house
1531,Juke Bar,196 2nd Ave,2015-01-12 01:18:02.266795,2015-01-23 16:53:11.274431,2122287464,http://s3-media1.fl.yelpcdn.com/bphoto/GCtsmQjNBXRDB7R0DEj7Aw/ms.jpg,,East Village,40.7311912626028,-73.9857168495655,4.5,juke-bar-new-york,Bars,6,,juke-bar
1536,Botanica Bar,47 E Houston St,2015-01-12 01:18:02.292753,2015-01-23 16:53:11.290715,2123437251,http://s3-media3.fl.yelpcdn.com/bphoto/uqkniQ0G7pdjk0wVJCXedw/ms.jpg,,Nolita,40.724583,-73.994781,4.0,botanica-bar-new-york,Bars,43,,botanica-bar
1539,Bowery Poetry Club,308 Bowery,2015-01-12 01:18:02.306208,2015-01-23 16:53:11.306354,2126140505,http://s3-media2.fl.yelpcdn.com/bphoto/3PhV5sZUtlF4odAjCsUm4Q/ms.jpg,,NoHo,40.724949645619,-73.9926624298096,4.0,bowery-poetry-club-new-york,Music Venues,38,,bowery-poetry-club
1541,BAM Café,30 Lafayette Ave,2015-01-12 01:18:02.314675,2015-01-23 16:53:11.315446,7186237811,http://s3-media3.fl.yelpcdn.com/bphoto/KeEba_d2nK_IBuXwyLhX2w/ms.jpg,,Fort Greene,40.686443,-73.977715,4.0,bam-café-brooklyn-2,Music Venues,44,,bam-café
1542,Brooklyn Bowl,61 Wythe Ave,2015-01-12 01:18:02.31897,2015-01-23 16:53:11.331089,7189633369,http://s3-media1.fl.yelpcdn.com/bphoto/UK8x3TmJQYAwC1jJpuf1ug/ms.jpg,,Williamsburg - North Side,40.7219442770098,-73.9577142214785,4.0,brooklyn-bowl-brooklyn,Music Venues,7,,brooklyn-bowl
1544,Brooklyn Masonic Temple,317 Clermont Ave,2015-01-12 01:18:02.332159,2015-01-23 16:53:11.366317,7188573885,http://s3-media1.fl.yelpcdn.com/bphoto/jt6NyzeDkxxREOemYylAoQ/ms.jpg,,Fort Greene,40.688129,-73.969528,2.5,brooklyn-masonic-temple-brooklyn,Music Venues,44,,brooklyn-masonic-temple
1546,Brooklyn Stable,486 Metropolitan Ave,2015-01-12 01:18:02.341745,2015-01-23 16:53:11.3746,7182187600,http://s3-media2.fl.yelpcdn.com/bphoto/rJbSnXteqn8G2cJDGFNBlg/ms.jpg,,Williamsburg - North Side,40.7140150666237,-73.95262978971,3.5,brooklyn-stable-brooklyn,Lounges,7,,brooklyn-stable
1550,Bungalo Lounge,32-03 Broadway,2015-01-12 01:18:02.369314,2015-01-23 16:53:11.390321,7182047010,http://s3-media4.fl.yelpcdn.com/bphoto/w6200lCy7gJHLDj3Gz3QUA/ms.jpg,,Astoria,40.7616997,-73.924263,2.5,bungalo-lounge-astoria-2,Lounges,33,,bungalo-lounge
1551,Bunga's Den,137 W 14th St,2015-01-12 01:18:02.374304,2015-01-23 16:53:11.410366,2122421040,http://s3-media4.fl.yelpcdn.com/bphoto/6RQWtjRH1QV3YnpIp1LrZw/ms.jpg,,Chelsea,40.7383193969727,-73.9983596801758,3.5,bungas-den-new-york,Dive Bars,11,,bunga's-den
1555,Canal Room,285 W Broadway,2015-01-12 01:18:02.396599,2015-01-23 16:53:11.426372,2129418100,http://s3-media2.fl.yelpcdn.com/bphoto/jLBu9lazWRRH9lj6X_Q2mA/ms.jpg,,TriBeCa,40.721021471999,-74.004824631311,3.0,canal-room-new-york,Music Venues,17,,canal-room
1556,Mad River Bar & Grill,1442 3rd Ave,2015-01-12 01:18:02.40127,2015-01-23 16:53:11.438642,2129881832,http://s3-media3.fl.yelpcdn.com/bphoto/lAFk3MosroOr_ZqZWjUD7g/ms.jpg,,Upper East Side,40.776199,-73.956306,3.0,mad-river-bar-and-grill-new-york,Bars,19,,mad-river-bar-&-grill
1558,Carnegie Hall,881 7th Ave,2015-01-12 01:18:02.410354,2015-01-23 16:53:11.459633,2122477800,http://s3-media2.fl.yelpcdn.com/bphoto/EhluciuR-LukJbitb5NJ0w/ms.jpg,,Midtown West,40.7650108,-73.9798965,4.5,carnegie-hall-new-york,Music Venues,1,,carnegie-hall
1563,Chrystie 141,141 Chrystie St,2015-01-12 01:18:02.441491,2015-01-23 16:53:11.473451,2129667808,http://s3-media3.fl.yelpcdn.com/bphoto/5fHZtk2LbXJD1TE_JKm77g/ms.jpg,,Lower East Side,40.719807,-73.993355,2.5,chrystie-141-new-york,Dance Clubs,3,,chrystie-141
1538,Bowery Electric,327 Bowery St,2015-01-12 01:18:02.301551,2015-01-24 16:20:40.2851,2122280228,http://s3-media1.fl.yelpcdn.com/bphoto/fdYsxqkmIhaFwlK3klDe_Q/ms.jpg,,East Village,40.7257004,-73.9916763,3.0,bowery-electric-new-york,Music Venues,6,2015-01-24 16:20:40.27903,bowery-electric
1564,Cielo,18 Little W 12th St,2015-01-12 01:18:02.446164,2015-01-23 16:53:11.486233,2126455700,http://s3-media1.fl.yelpcdn.com/bphoto/1_r--T-RAB4uVBAdAx-NIw/ms.jpg,,Meatpacking District,40.7398529,-74.0072708,3.0,cielo-new-york,Dance Clubs,12,,cielo
1567,Club 39,303 W 39th St,2015-01-12 01:18:02.459266,2015-01-23 16:53:11.498289,2124653444,http://s3-media1.fl.yelpcdn.com/bphoto/auymrxm3erixSd6ukER_Lg/ms.jpg,,Hell's Kitchen,40.7554578781128,-73.9913602173328,2.5,club-39-manhattan,Music Venues,20,,club-39
1569,Rebel NYC,251 W 30th St,2015-01-12 01:18:02.46918,2015-01-23 16:53:11.510262,2126952747,http://s3-media4.fl.yelpcdn.com/bphoto/tOx-5D8uK-0NduBZeyxSnw/ms.jpg,,Midtown West,40.749481,-73.994247,2.5,rebel-nyc-new-york,Dance Clubs,1,,rebel-nyc
1570,Metronome Hospitality Group,915 Broadway,2015-01-12 01:18:02.473771,2015-01-23 16:53:11.525044,2125057400,http://s3-media2.fl.yelpcdn.com/bphoto/R-DP0eilYLc3ZaZCxN9heQ/ms.jpg,,Flatiron,40.739822,-73.989998,2.5,metronome-hospitality-group-new-york,Dance Clubs,13,,metronome-hospitality-group
1572,124 Old Rabbit Club,124  MacDougal St,2015-01-12 01:18:02.482765,2015-01-23 16:53:11.538356,2122540575,http://s3-media1.fl.yelpcdn.com/bphoto/AThJoRLdBtUk8e7gNCjNsg/ms.jpg,,Greenwich Village,40.729926,-74.000219,4.0,124-old-rabbit-club-new-york,Bars,2,,124-old-rabbit-club
1574,The Coliseum,312 W 58th St,2015-01-12 01:18:02.495447,2015-01-23 16:53:11.553271,2129773523,http://s3-media3.fl.yelpcdn.com/bphoto/ZGnbVR77YUagOTLn2yfSqw/ms.jpg,,Hell's Kitchen,40.7676564,-73.9832675,3.5,the-coliseum-new-york,Pubs,20,,the-coliseum
1578,Copacabana,268 West 47th St,2015-01-12 01:18:02.516979,2015-01-23 16:53:11.573669,2122392672,http://s3-media3.fl.yelpcdn.com/bphoto/o93u_WrfN17tVXL6oR1wbg/ms.jpg,,Theater District,40.7600558549166,-73.9867508411407,2.5,copacabana-new-york-3,Dance Clubs,4,,copacabana
1583,Cove Lounge,325 Lenox Ave,2015-01-12 01:18:02.541221,2015-01-23 16:53:11.594385,2126653455,http://s3-media4.fl.yelpcdn.com/bphoto/72C569bxQTRfxh7mQ-rLAg/ms.jpg,,Harlem,40.8088188,-73.9452286,3.5,cove-lounge-new-york,Lounges,45,,cove-lounge
1584,SakaMai,157 Ludlow St,2015-01-12 01:18:02.545239,2015-01-23 16:53:11.608483,6465900684,http://s3-media1.fl.yelpcdn.com/bphoto/St2-b53u8225sSPR7hhEGw/ms.jpg,,Lower East Side,40.7210083,-73.9881363,4.0,sakamai-new-york,Lounges,3,,sakamai
1586,Crimson & Rye,198 E 54th St,2015-01-12 01:18:02.553585,2015-01-23 16:53:11.619665,2126876692,http://s3-media1.fl.yelpcdn.com/bphoto/Wu7gG6BdD-5GNE9Vfb6EDA/ms.jpg,,Midtown East,40.7583248,-73.9689637,3.5,crimson-and-rye-new-york,Cocktail Bars,14,,crimson-&-rye
1589,Dark Room,165 Ludlow St,2015-01-12 01:18:02.565809,2015-01-23 16:53:11.630112,2123530536,http://s3-media1.fl.yelpcdn.com/bphoto/3NAhDEzXA4O6L2CulmIGuQ/ms.jpg,,Lower East Side,40.7215805,-73.9878387,3.0,dark-room-new-york-2,Dance Clubs,3,,dark-room
1597,D-Lounge,101 East 15th St,2015-01-12 01:18:02.598965,2015-01-23 16:53:11.639366,2123751110,http://s3-media4.fl.yelpcdn.com/bphoto/ItWg-Q6kloLJQhQ-YLdKlA/ms.jpg,,Flatiron,40.7353477,-73.9895706,3.0,d-lounge-new-york,Lounges,13,,d-lounge
